Puma ID,Puma Sex,Puma Age,Prey Species,Sex of Prey,Age Class of Prey,Prey Class,Latitude,Longitude,Season ,Puma Classification 
SEVF04,Female,5,Mule Deer (Odocoileus hemionus),Unidentified,Yearling,Ungulate,34.36766,-106.55476,HW,Upland
SEVF04,Female,6,Mule Deer (Odocoileus hemionus),Unidentified,Yearling,Ungulate,34.37909,-106.55385,HW,Upland
ARM09,Male,9,Mule Deer (Odocoileus hemionus),Unidentified,Yearling,Ungulate,33.47226,-106.48936,CD,Upland
ARM07,Male,6,Muskrat (Ondatra zibethicus),Unidentified,Adult,Aquatic,33.74889,-106.897,HD,Riparian
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.6414,-106.97649,CD,Upland
ARM09,Male,8,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.62786,-106.92706,HD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.64535,-106.91363,CD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.65091,-106.91245,CD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.62471,-106.90908,CD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Male,Adult,Ungulate,33.73773,-106.90033,CD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.64139,-106.88903,CD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.63105,-106.88891,CD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.75091,-106.84352,CD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.36397,-106.73914,HW,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.36137,-106.73875,HW,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.44809,-106.73536,HW,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.4319,-106.73219,HW,Upland
ARM09,Male,8,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.34938,-106.71694,HD,Upland
ARM09,Male,8,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.35232,-106.7154,HD,Upland
ARM09,Male,8,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.35067,-106.71329,HD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.32294,-106.70841,HW,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.31683,-106.70359,CD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.32315,-106.70289,HD,Upland
ARM09,Male,8,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.36853,-106.67577,HD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.4448,-106.66844,HD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.39958,-106.64841,HW,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.32604,-106.6351,CD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.43728,-106.61438,HD,Upland
ARM09,Male,8,Oryx (Oryx gazella),Male,Adult,Ungulate,33.46731,-106.57726,HD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.39775,-106.55255,CD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.48563,-106.52287,HW,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.44894,-106.51805,CD,Upland
ARM09,Male,9,Oryx (Oryx gazella),Unidentified,Adult,Ungulate,33.45551,-106.49628,CD,Upland
ARF01,Female,5,Oryx (Oryx gazella),Unidentified,"Lamb, Fawn, Calf, Neonate, Juvenile",Ungulate,33.597,-107.01224,CD,Riparian
ARM07,Male,5,Oryx (Oryx gazella),Unidentified,Sub-adult,Ungulate,33.33443,-107.11074,CD,Riparian
ARF03,Female,5,Oryx (Oryx gazella),Unidentified,Sub-adult,Ungulate,33.51216,-106.85031,CD,Upland
ARF03,Female,5,Oryx (Oryx gazella),Male,Sub-adult,Ungulate,33.49377,-106.84617,CD,Upland
ARM01,Male,6,Oryx (Oryx gazella),Unidentified,Yearling,Ungulate,33.51565,-107.06718,HD,Mixed
ARF03,Female,4,Oryx (Oryx gazella),Unidentified,Yearling,Ungulate,33.6221,-106.88864,CD,Upland
ARM07,Male,5,Porcupine (Erethizon dorsatum),Unidentified,Adult,Small Mammal,33.34021,-107.21884,CD,Riparian
ARM07,Male,5,Porcupine (Erethizon dorsatum),Unidentified,Adult,Small Mammal,33.76854,-106.96246,HW,Riparian
ARF03,Female,4,Pronghorn (Antilocapra americana),Male,Adult,Ungulate,33.54694,-106.86935,HW,Upland
SEVF03,Female,3,Pronghorn (Antilocapra americana),Male,Adult,Ungulate,34.20697,-106.80245,HW,Upland
SEVF03,Female,4,Pronghorn (Antilocapra americana),Unidentified,Adult,Ungulate,34.23418,-106.79846,CD,Upland
SEVF03,Female,3,Pronghorn (Antilocapra americana),Male,Adult,Ungulate,34.20955,-106.78849,HW,Upland
SEVF03,Female,3,Pronghorn (Antilocapra americana),Male,Adult,Ungulate,34.29654,-106.77764,HW,Upland
SEVF03,Female,3,Pronghorn (Antilocapra americana),Male,Adult,Ungulate,34.34563,-106.75619,HW,Upland
SEVF03,Female,3,Pronghorn (Antilocapra americana),Unidentified,Adult,Ungulate,34.332,-106.71222,HW,Upland
SEVF03,Female,3,Pronghorn (Antilocapra americana),Male,Adult,Ungulate,34.29849,-106.66467,HW,Upland
SEVF04,Female,6,Pronghorn (Antilocapra americana),Unidentified,Adult,Ungulate,34.24159,-106.6612,HW,Upland
SEVF04,Female,6,Pronghorn (Antilocapra americana),Female,Adult,Ungulate,34.3253,-106.62392,HD,Upland
SEVF04,Female,6,Pronghorn (Antilocapra americana),Male,Adult,Ungulate,34.3242,-106.62334,HD,Upland
SEVF04,Female,5,Pronghorn (Antilocapra americana),Male,Adult,Ungulate,34.36208,-106.60124,HW,Upland
SEVF04,Female,5,Pronghorn (Antilocapra americana),Unidentified,Adult,Ungulate,34.41084,-106.5561,CD,Upland
ARF03,Female,5,Pronghorn (Antilocapra americana),Male,Sub-adult,Ungulate,33.61126,-106.92997,CD,Upland
ARF03,Female,5,Pronghorn (Antilocapra americana),Female,Sub-adult,Ungulate,33.57959,-106.89986,CD,Upland
SEVF03,Female,4,Pronghorn (Antilocapra americana),Unidentified,Sub-adult,Ungulate,34.22863,-106.68553,HD,Upland
ARF03,Female,5,Pronghorn (Antilocapra americana),Unidentified,Unidentified,Ungulate,33.4696,-106.86302,CD,Upland
SEVF03,Female,4,Pronghorn (Antilocapra americana),Unidentified,Unidentified,Ungulate,34.24377,-106.81233,HW,Upland
ARF03,Female,5,Pronghorn (Antilocapra americana),Unidentified,Unidentified,Ungulate,33.73444,-106.80211,HD,Upland
SEVF03,Female,4,Pronghorn (Antilocapra americana),Unidentified,Unidentified,Ungulate,34.27562,-106.65441,HW,Upland
SEVF04,Female,5,Pronghorn (Antilocapra americana),Unidentified,Unidentified,Ungulate,34.25816,-106.61918,HW,Upland
ARM04,Male,4,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.15451,-107.22858,CD,Mixed
ARM04,Male,4,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.15691,-107.22678,CD,Mixed
ARM04,Male,4,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.16439,-107.22466,CD,Mixed
ARF02,Female,2,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.46068,-107.15764,HW,Riparian
ARF02,Female,2,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.48965,-107.12448,CD,Riparian
ARM05,Male,1,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.51654,-107.11115,HW,Riparian
ARM05,Male,1,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.54412,-107.10558,CD,Riparian
ARM05,Male,1,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.54286,-107.10546,CD,Riparian
ARM05,Male,2,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.55859,-107.09218,CD,Riparian
ARF05,Female,2,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.57503,-107.08315,CD,Riparian
ARM05,Male,2,Raccoon (Proycon lotor),Male,Adult,Small Mammal,33.57586,-107.06499,CD,Riparian
ARM05,Male,2,Raccoon (Proycon lotor),Male,Adult,Small Mammal,33.57585,-107.06498,CD,Riparian
ARF05,Female,2,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.58709,-107.0632,CD,Riparian
ARM05,Male,1,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.59204,-107.06161,HW,Riparian
ARM07,Male,5,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.58823,-107.05741,CD,Riparian
ARM05,Male,1,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.58842,-107.05563,CD,Riparian
ARM05,Male,1,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.58887,-107.0556,CD,Riparian
ARM07,Male,5,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.60221,-107.02898,CD,Riparian
ARF05,Female,2,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.67112,-107.01285,CD,Riparian
ARF01,Female,5,Raccoon (Proycon lotor),Unidentified,Adult,Small Mammal,33.62157,-107.00887,HW,Riparian
ARM05,Male,1,Raccoon (Proycon lotor),Female,Adult,Small Mammal,33.47633,-107.13417,HW,Riparian
ARM05,Male,1,Raccoon (Proycon lotor),Unidentified,"Lamb, Fawn, Calf, Neonate, Juvenile",Small Mammal,33.57263,-107.08394,HW,Riparian
ARM05,Male,1,Raccoon (Proycon lotor),Unidentified,Sub-adult,Small Mammal,33.47633,-107.13417,HW,Riparian
ARF05,Female,1,Raccoon (Proycon lotor),Unidentified,Sub-adult,Small Mammal,33.47869,-107.128804,CD,Riparian
ARF05,Female,1,Raccoon (Proycon lotor),Unidentified,Sub-adult,Small Mammal,33.58553,-107.06683,CD,Riparian
ARM07,Male,5,Raccoon (Proycon lotor),Unidentified,Sub-adult,Small Mammal,33.59165,-107.06354,CD,Riparian
ARF05,Female,1,Raccoon (Proycon lotor),Unidentified,Sub-adult,Small Mammal,33.60617,-107.04876,HW,Riparian
ARF05,Female,1,Raccoon (Proycon lotor),Unidentified,Sub-adult,Small Mammal,33.68403,-106.96067,HD,Riparian
ARF05,Female,1,Raccoon (Proycon lotor),Unidentified,Sub-adult,Small Mammal,33.766674,-106.90631,CD,Riparian
ARM05,Male,1,Raccoon (Proycon lotor),Unidentified,Sub-adult,Small Mammal,33.92907,-106.85121,HW,Riparian
ARM05,Male,2,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.32043,-107.1702,CD,Riparian
ARM05,Male,1,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.51769,-107.11035,CD,Riparian
ARF05,Female,1,Raccoon (Proycon lotor),Male,Unidentified,Small Mammal,33.58024,-107.08353,CD,Riparian
ARM05,Male,1,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.57017,-107.07961,HD,Riparian
ARF01,Female,5,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.54165,-107.06879,CD,Riparian
ARF05,Female,1,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.58451,-107.06754,HW,Riparian
ARF01,Female,4,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.58796,-107.05045,CD,Riparian
ARF05,Female,1,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.606,-107.03546,CD,Riparian
ARF05,Female,1,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.60369,-107.02764,CD,Riparian
ARF05,Female,1,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.60369,-107.02764,CD,Riparian
ARF01,Female,5,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.62234,-107.01694,HW,Riparian
ARF01,Female,5,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.6167,-107.00496,CD,Riparian
ARF01,Female,5,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.61667,-107.00491,CD,Riparian
ARF05,Female,1,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.65193,-106.99557,HD,Riparian
ARF05,Female,1,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.64043,-106.99369,CD,Riparian
ARF01,Female,6,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.70991,-106.93629,CD,Riparian
ARF05,Female,1,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.71496,-106.92127,HW,Riparian
ARF01,Female,6,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.76209,-106.90659,CD,Riparian
ARF01,Female,5,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.76206,-106.90658,CD,Riparian
ARF05,Female,1,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.8403,-106.84619,CD,Riparian
SEVF02,Female,3,Raccoon (Proycon lotor),Unidentified,Unidentified,Small Mammal,33.88838,-106.8432,HW,Riparian
ARF05,Female,2,Red-tailed Hawk (Buteo jamaicensis),Unidentified,Adult,Avian,33.67172,-107.00699,CD,Riparian
ARM04,Male,4,Ring Tail (Bassariscus astutus),Unidentified,Unidentified,Small Mammal,33.31703,-107.17569,CD,Mixed
ARF05,Female,1,Rio Grande Turkey (Meleagris gallopavo intermedia),Unidentified,Adult,Avian,33.51352,-107.11578,HW,Riparian
ARM05,Male,1,Rio Grande Turkey (Meleagris gallopavo intermedia),Unidentified,Adult,Avian,33.5416,-107.07958,HW,Riparian
ARM05,Male,1,Rio Grande Turkey (Meleagris gallopavo intermedia),Male,Adult,Avian,33.77921,-106.89363,HD,Riparian
ARM05,Male,1,Rio Grande Turkey (Meleagris gallopavo intermedia),Male,Sub-adult,Avian,33.541,-107.0686,HW,Riparian
ARM05,Male,1,Rio Grande Turkey (Meleagris gallopavo intermedia),Unidentified,Unidentified,Avian,33.47823,-107.12965,HW,Riparian
ARM05,Male,1,Rio Grande Turkey (Meleagris gallopavo intermedia),Unidentified,Unidentified,Avian,33.78631,-106.88436,HD,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Adult,Aquatic,33.43616,-107.15829,HW,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Adult,Aquatic,33.46389,-107.15662,HW,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Adult,Aquatic,33.46389,-107.15662,HW,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Adult,Aquatic,33.43894,-107.15513,HW,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Unidentified,Aquatic,33.43897,-107.15513,HW,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Unidentified,Aquatic,33.43897,-107.15513,HW,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Unidentified,Aquatic,33.43897,-107.15513,HW,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Unidentified,Aquatic,33.43897,-107.15513,HW,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Unidentified,Aquatic,33.43897,-107.15513,HW,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Unidentified,Aquatic,33.439,-107.15504,HW,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Unidentified,Aquatic,33.439,-107.15504,HW,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Unidentified,Aquatic,33.43906,-107.15496,HW,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Unidentified,Aquatic,33.43906,-107.15496,HW,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Unidentified,Aquatic,33.43906,-107.15496,HW,Riparian
ARF02,Female,2,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Unidentified,Aquatic,33.43999,-107.15401,HW,Riparian
ARF05,Female,1,Spiny Softshell Turtle (Apalone spinifera),Unidentified,Unidentified,Aquatic,33.68374,-106.97475,CD,Riparian
ARF05,Female,1,Spotted Skunk (Spilogale gracilis),Unidentified,Unidentified,Small Mammal,33.35809,-107.17155,HD,Riparian
ARF05,Female,2,Spotted Skunk (Spilogale gracilis),Unidentified,Unidentified,Small Mammal,33.5702,-107.06989,CD,Riparian
ARF05,Female,2,Striped Skunk (Mephitis mephitis),Male,Adult,Small Mammal,33.40396,-107.17101,CD,Riparian
ARF05,Female,1,Striped Skunk (Mephitis mephitis),Unidentified,Adult,Small Mammal,33.443272,-107.156264,CD,Riparian
ARM04,Male,4,Striped Skunk (Mephitis mephitis),Unidentified,Unidentified,Small Mammal,33.37235,-107.17157,CD,Mixed
ARM04,Male,4,Striped Skunk (Mephitis mephitis),Unidentified,Unidentified,Small Mammal,33.32367,-107.16986,CD,Mixed
ARF05,Female,1,Striped Skunk (Mephitis mephitis),Unidentified,Unidentified,Small Mammal,33.43309,-107.16013,HD,Riparian
ARF05,Female,1,Striped Skunk (Mephitis mephitis),Unidentified,Unidentified,Small Mammal,33.50917,-107.11704,HD,Riparian
ARM05,Male,1,Striped Skunk (Mephitis mephitis),Unidentified,Unidentified,Small Mammal,33.55632,-107.08448,CD,Riparian
ARF05,Female,2,Striped Skunk (Mephitis mephitis),Unidentified,Unidentified,Small Mammal,33.57022,-107.06985,CD,Riparian
ARF05,Female,1,Striped Skunk (Mephitis mephitis),Unidentified,Unidentified,Small Mammal,33.57174,-107.066562,HW,Riparian
ARM07,Male,5,Striped Skunk (Mephitis mephitis),Unidentified,Unidentified,Small Mammal,33.60193,-107.03122,CD,Riparian
ARF02,Female,2,Waterfowl,Unidentified,Adult,Aquatic,33.43616,-107.15829,HW,Riparian
ARM05,Male,1,Waterfowl,Unidentified,Adult,Aquatic,33.58887,-107.0556,CD,Riparian
ARM05,Male,1,Waterfowl,Unidentified,Adult,Aquatic,33.58887,-107.0556,CD,Riparian
ARM05,Male,1,Waterfowl,Unidentified,Adult,Aquatic,33.58887,-107.0556,CD,Riparian
ARF01,Female,4,Waterfowl,Unidentified,Adult,Aquatic,33.593661,-107.047043,CD,Riparian
ARM05,Male,2,Waterfowl,Unidentified,Unidentified,Aquatic,33.33349,-107.19039,CD,Riparian
ARF02,Female,2,Waterfowl,Unidentified,Unidentified,Aquatic,33.31568,-107.18087,CD,Riparian
ARF02,Female,2,Waterfowl,Unidentified,Unidentified,Aquatic,33.31568,-107.18087,CD,Riparian
ARF02,Female,2,Waterfowl,Unidentified,Unidentified,Aquatic,33.31591,-107.17969,CD,Riparian
ARM07,Male,5,Waterfowl,Unidentified,Unidentified,Aquatic,33.30928,-107.17648,CD,Riparian
ARF02,Female,2,Waterfowl,Unidentified,Unidentified,Aquatic,33.43886,-107.15524,HW,Riparian
ARF02,Female,2,Waterfowl,Unidentified,Unidentified,Aquatic,33.43897,-107.15513,HW,Riparian
ARF02,Female,2,Waterfowl,Unidentified,Unidentified,Aquatic,33.43897,-107.15513,HW,Riparian
ARF02,Female,2,Waterfowl,Unidentified,Unidentified,Aquatic,33.43911,-107.15506,HW,Riparian
ARF02,Female,2,Waterfowl,Unidentified,Unidentified,Aquatic,33.439,-107.15504,HW,Riparian
ARM07,Male,5,Waterfowl,Unidentified,Unidentified,Aquatic,33.47112,-107.14923,HD,Riparian
ARF02,Female,2,Waterfowl,Unidentified,Unidentified,Aquatic,33.48381,-107.12325,HW,Riparian
ARM05,Male,1,Waterfowl,Unidentified,Unidentified,Aquatic,33.51743,-107.11171,CD,Riparian
ARM05,Male,1,Waterfowl,Unidentified,Unidentified,Aquatic,33.5882,-107.05737,HD,Riparian
ARM05,Male,1,Waterfowl,Unidentified,Unidentified,Aquatic,33.58803,-107.05737,HD,Riparian
ARF05,Female,1,Waterfowl,Unidentified,Unidentified,Aquatic,33.58821,-107.05674,CD,Riparian
